covidence,author,year,country,location,latitude,longitude,climate,expe_t,mat,map,soil,type,ph,om,om_units,oc,oc_units,texture,clay,clay_units,sand,sand_units,ec,ec_units,cec,cec_units,n,n_units,n_types,p,p_units,p_types,as_s,cd_s,cu_s,pb_s,zn_s,se_s,ni_s,co_s,mn_s,cr_s,hg_s,units_s,n_s,fraction_s,bioavailable,sp,name,cultivar,p_density,ba_total,ba_stem,ba_leaf,br,units_b,as_ba,cd_ba,cu_ba,pb_ba,zn_ba,se_ba,ni_ba,co_ba,mn_ba,cr_ba,hg_ba,units_te_ba,n_te_ba,organs_ba,as_br,cd_br,cu_br,pb_br,zn_br,se_br,ni_br,co_br,mn_br,cr_br,hg_br,units_te_br,n_te_br,organs_br,as_ba,cd_ba,cu_ba,pb_ba,zn_ba,se_ba,ni_ba,co_ba,mn_ba,cr_ba,hg_ba,units_te_ba,n_te_ba,organs_ba
2560,Granel,2002,New Zealand,Palmerston North,40.2°S,175.4°E,,,,,,,5.7,,,63,g/kg,fine sandy loam,,,,,,,13.4,cmolc/kg,,,,,,,,0.3,,,64,,,,597,,,mg kg−1,,total,,14,Salix babylonica (L.) x Salixalba (L.),clone 2,1 ind/pot,52.92405784,,,,g,,1.56694445,,,104.1931112,,,,99.77828044,,,mg Kg-1,3,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,Granel,2002,New Zealand,Palmerston North,40.2°S,175.4°E,,,,,,,5.7,,,63,g/kg,fine sandy loam,,,,,,,13.4,cmolc/kg,,,,,,,,0.3,,,64,,,,597,,,mg kg−1,,total,,15,Salix fragilis (L.),,1 ind/pot,53.73457837,,,,g,,6.765966693,,,210.9833892,,,,472.4418313,,,mg Kg-1,3,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,Harada,2011,Japan,Hokkaido,42°N,140°E,,,,,,,4.82,,,,,,,,,,,,19.3,cmolc kg-1,,,,,,,,1.0,95.3,100.0,484.2,,,,,,,mg kg−1,6,total,,,Salix miyabeana, subsp. miyabeana,,,,,,,,11.4,9.4,5.9,1571.3,,,,,,,mg Kg-1,6,leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,1,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,14.615384615384600,194.1176470588240,322.64150943396200,469.1803278688530,,364.5901639344260,,,196.30872483221500,,mg kg−1,,total,,,Salix alba,,,,,,,,,6.5642446046063200,22.142846243722100,48.364468213929200,159.344262295082,,61.53847202359930,,,94.39024038955910,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,2,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,17.403846153846200,210.7843137254900,301.4150943396230,510.49180327868900,,372.4590163934430,,,213.42281879194600,,mg kg−1,,total,,,Salix alba,,,,,,,,,7.192736211324160,28.571417672293500,54.67287920397900,118.03278688524600,,60.54593141269490,,,94.39024038955910,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,3,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,20.384615384615400,262.7450980392160,380.66037735849100,784.9180327868850,,369.83606557377000,,,277.8523489932890,,mg kg−1,,total,,,Salix alba,,,,,,,,,6.983239009084880,58.57141767229350,48.364468213929200,221.31147540983600,,62.53101263450360,,,105.36584973718200,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,4,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,21.826923076923100,254.9019607843140,401.88679245283000,705.2459016393440,,314.7540983606560,,,244.6308724832220,,mg kg−1,,total,,,Salix alba,,,,,,,,,4.399441247024940,49.99998910086500,45.210262718904300,203.6065573770490,,33.74692599790770,,,96.58536225908370,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,5,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,10.192307692307700,168.62745098039200,161.32075471698100,365.9016393442620,,246.5573770491800,,,114.76510067114100,,mg kg−1,,total,,,Salix alba,,,,,,,,,2.863129496161400,25.000010899135000,38.90185172885460,35.40983606557380,,25.806464803882900,,,52.68292486859110,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,6,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,4.230769230769230,26.470588235294100,59.43396226415090,76.72131147540980,,72.1311475409836,,,48.322147651006700,,mg kg−1,,total,,,Salix alba,,,,,,,,,0.20949720223928300,7.857153756277900,8.411230696518420,8.852459016393440,,18.85858965635920,,,6.585365608573890,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,7,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,1.5384615384615400,12.745098039215700,15.566037735849100,20.655737704918000,,20.983606557377000,,,32.214765100671100,,mg kg−1,,total,,,Salix alba,,,,,,,,,0.1396658670507280,2.8571319580078100,0,5.901639344262300,,5.955334536619390,,,6.585365608573890,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,1,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,14.615384615384600,194.1176470588240,322.64150943396200,469.1803278688530,,364.5901639344260,,,196.30872483221500,,mg kg−1,,total,,,Populus tremula,,,,,,,,,6.494413269417760,22.142846243722100,50.467287920397900,159.344262295082,,58.56080475528960,,,98.04878800373400,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,2,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,17.403846153846200,210.7843137254900,301.4150943396230,510.49180327868900,,372.4590163934430,,,213.42281879194600,,mg kg−1,,total,,,Populus tremula,,,,,,,,,6.5642446046063200,27.142868041992200,52.57010762686660,118.03278688524600,,67.49380656021860,,,95.85366613420940,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,3,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,20.384615384615400,262.7450980392160,380.66037735849100,784.9180327868850,,369.83606557377000,,,277.8523489932890,,mg kg−1,,total,,,Populus tremula,,,,,,,,,6.63407913646849,54.285703386579200,49.415902131841700,215.40983606557400,,82.3821429017671,,,105.36584973718200,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,4,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,21.826923076923100,254.9019607843140,401.88679245283000,705.2459016393440,,314.7540983606560,,,244.6308724832220,,mg kg−1,,total,,,Populus tremula,,,,,,,,,3.701118305118530,37.8571537562779,49.415902131841700,203.6065573770490,,38.70967448802600,,,84.14632716681030,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,5,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,10.192307692307700,168.62745098039200,161.32075471698100,365.9016393442620,,246.5573770491800,,,114.76510067114100,,mg kg−1,,total,,,Populus tremula,,,,,,,,,2.374300559820660,24.28570338657920,39.9532856467671,35.40983606557380,,19.85113026726350,,,46.097559260017200,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,6,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,4.230769230769230,26.470588235294100,59.43396226415090,76.72131147540980,,72.1311475409836,,,48.322147651006700,,mg kg−1,,total,,,Populus tremula,,,,,,,,,0.1396658670507280,8.571428571428570,15.771027475124300,5.901639344262300,,17.86600360985820,,,7.317061733448240,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,7,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,1.5384615384615400,12.745098039215700,15.566037735849100,20.655737704918000,,20.983606557377000,,,32.214765100671100,,mg kg−1,,total,,,Populus tremula,,,,,,,,,0.20949720223928300,3.571439470563620,0,2.9508196721311500,,5.955334536619390,,,3.6585476141749100,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,1,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,14.615384615384600,194.1176470588240,322.64150943396200,469.1803278688530,,364.5901639344260,,,196.30872483221500,,mg kg−1,,total,,,Pinus nigra,ssp. pallasiana,,,,,,,,5.796090327511360,20.714296613420800,47.313082425373000,120.98360655737700,,34.739466608812,,,88.53657090585960,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,2,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,17.403846153846200,210.7843137254900,301.4150943396230,510.49180327868900,,372.4590163934430,,,213.42281879194600,,mg kg−1,,total,,,Pinus nigra,ssp. pallasiana,,,,,,,,5.796090327511360,22.857153756277900,48.364468213929200,115.08196721311500,,46.65013568205080,,,92.19511852003450,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,3,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,20.384615384615400,262.7450980392160,380.66037735849100,784.9180327868850,,369.83606557377000,,,277.8523489932890,,mg kg−1,,total,,,Pinus nigra,ssp. pallasiana,,,,,,,,5.516758593409900,42.14286804199220,45.210262718904300,188.85245901639300,,44.6650090246454,,,84.14632716681030,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,4,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,21.826923076923100,254.9019607843140,401.88679245283000,705.2459016393440,,314.7540983606560,,,244.6308724832220,,mg kg−1,,total,,,Pinus nigra,ssp. pallasiana,,,,,,,,3.3519552358285200,30,42.05605722387950,182.95081967213100,,29.776672683096900,,,76.82926543336210,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,5,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,10.192307692307700,168.62745098039200,161.32075471698100,365.9016393442620,,246.5573770491800,,,114.76510067114100,,mg kg−1,,total,,,Pinus nigra,ssp. pallasiana,,,,,,,,2.0251406872042700,21.428571428571400,18.92523297014920,32.459016393442600,,13.895795730644200,,,27.07315855916990,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,6,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,4.230769230769230,26.470588235294100,59.43396226415090,76.72131147540980,,72.1311475409836,,,48.322147651006700,,mg kg−1,,total,,,Pinus nigra,ssp. pallasiana,,,,,,,,0,4.999989100864960,8.411230696518420,2.9508196721311500,,1.9851266574053800,,,2.9268179943989800,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,7,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,1.5384615384615400,12.745098039215700,15.566037735849100,20.655737704918000,,20.983606557377000,,,32.214765100671100,,mg kg−1,,total,,,Pinus nigra,ssp. pallasiana,,,,,,,,0,3.571439470563620,0,2.9508196721311500,,1.9851266574053800,,,2.1951218695246300,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,1,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,14.615384615384600,194.1176470588240,322.64150943396200,469.1803278688530,,364.5901639344260,,,196.30872483221500,,mg kg−1,,total,,,Robinia pseudoacacia,,,,,,,,,6.7737418068456000,22.142846243722100,50.467287920397900,159.344262295082,,56.57567809788420,,,96.58536225908370,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,2,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,17.403846153846200,210.7843137254900,301.4150943396230,510.49180327868900,,372.4590163934430,,,213.42281879194600,,mg kg−1,,total,,,Robinia pseudoacacia,,,,,,,,,6.703910471657050,29.28572518484930,53.62149341542280,120.98360655737700,,67.49380656021860,,,95.85366613420940,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,3,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,20.384615384615400,262.7450980392160,380.66037735849100,784.9180327868850,,369.83606557377000,,,277.8523489932890,,mg kg−1,,total,,,Robinia pseudoacacia,,,,,,,,,5.865921662699910,59.285725184849300,50.467287920397900,218.36065573770500,,47.642676292955100,,,111.21951922088200,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,4,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,21.826923076923100,254.9019607843140,401.88679245283000,705.2459016393440,,314.7540983606560,,,244.6308724832220,,mg kg−1,,total,,,Robinia pseudoacacia,,,,,,,,,4.189944044785650,46.42858232770650,49.415902131841700,200.65573770491800,,37.7171338771217,,,105.36584973718200,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,5,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,10.192307692307700,168.62745098039200,161.32075471698100,365.9016393442620,,246.5573770491800,,,114.76510067114100,,mg kg−1,,total,,,Robinia pseudoacacia,,,,,,,,,2.5139664268713900,25.714285714285700,36.79908015174220,32.459016393442600,,16.873462998953800,,,54.14635061324140,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,6,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,4.230769230769230,26.470588235294100,59.43396226415090,76.72131147540980,,72.1311475409836,,,48.322147651006700,,mg kg−1,,total,,,Robinia pseudoacacia,,,,,,,,,0.2793285374278380,8.571428571428570,14.719641686568200,5.901639344262300,,12.903255119739800,,,5.853669483699540,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,7,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,1.5384615384615400,12.745098039215700,15.566037735849100,20.655737704918000,,20.983606557377000,,,32.214765100671100,,mg kg−1,,total,,,Robinia pseudoacacia,,,,,,,,,0.20949720223928300,2.142857142857140,0,2.9508196721311500,,8.93300180492908,,,4.390243739049260,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,1,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,14.615384615384600,194.1176470588240,322.64150943396200,469.1803278688530,,364.5901639344260,,,196.30872483221500,,mg kg−1,,total,,,Quercus infectoria,,,,,,,,,6.5642446046063200,21.428571428571400,49.415902131841700,159.344262295082,,44.6650090246454,,,96.58536225908370,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,2,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,17.403846153846200,210.7843137254900,301.4150943396230,510.49180327868900,,372.4590163934430,,,213.42281879194600,,mg kg−1,,total,,,Quercus infectoria,,,,,,,,,6.63407913646849,25.714285714285700,51.51867370895410,120.98360655737700,,70.47147382852830,,,92.19511852003450,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,3,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,20.384615384615400,262.7450980392160,380.66037735849100,784.9180327868850,,369.83606557377000,,,277.8523489932890,,mg kg−1,,total,,,Quercus infectoria,,,,,,,,,6.005587529750640,45.71427481515070,50.467287920397900,209.5081967213120,,48.635262339456200,,,103.90242399253200,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8913,Cicek,2004,Turkey,Tavsanli District,,, transfer-featured climate between continental climate and temperate climate,,10.6,564.6,4,,7.60,3.18,%,,,Clay sand silt,,,,,,,,,,,,,,,,21.826923076923100,254.9019607843140,401.88679245283000,705.2459016393440,,314.7540983606560,,,244.6308724832220,,mg kg−1,,total,,,Quercus infectoria,,,,,,,,,4.259775379974210,41.42856052943640,47.313082425373000,200.65573770491800,,33.74692599790770,,,80.48781304753700,,mg Kg-1,,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
